10035	2023-08-01 07:06:22	1	0	1	0
 7770	2023-08-01 07:07:00	1	0	1	0
 2230	2023-08-01 07:08:05	1	0	1	0
 9484	2023-08-01 07:10:18	1	0	1	0
 8995	2023-08-01 07:10:35	1	0	1	0
 9985	2023-08-01 07:21:12	1	0	1	0
 2253	2023-08-01 07:26:20	1	0	1	0
10056	2023-08-01 07:27:26	1	0	1	0
10069	2023-08-01 07:27:32	1	0	1	0
 9991	2023-08-01 07:28:53	1	0	1	0
 2249	2023-08-01 07:30:57	1	0	1	0
10030	2023-08-01 07:31:45	1	0	1	0
 9876	2023-08-01 07:35:17	1	0	1	0
 9887	2023-08-01 07:35:28	1	0	1	0
 8991	2023-08-01 07:35:40	1	0	1	0
 9997	2023-08-01 07:35:58	1	0	1	0
 9409	2023-08-01 07:36:28	1	0	1	0
 1530	2023-08-01 07:37:14	1	0	1	0
 9015	2023-08-01 07:37:46	1	0	1	0
10068	2023-08-01 07:38:38	1	0	1	0
10068	2023-08-01 07:38:40	1	0	1	0
10016	2023-08-01 07:39:00	1	0	1	0
 9593	2023-08-01 07:39:07	1	0	1	0
10061	2023-08-01 07:39:52	1	0	1	0
10004	2023-08-01 07:43:08	1	0	1	0
 9437	2023-08-01 07:43:36	1	0	1	0
  909	2023-08-01 07:46:28	1	0	1	0
 9053	2023-08-01 07:47:10	1	0	1	0
 9053	2023-08-01 07:47:18	1	0	1	0
 7649	2023-08-01 07:48:10	1	0	1	0
 2324	2023-08-01 07:51:21	1	0	1	0
10067	2023-08-01 07:51:26	1	0	1	0
10060	2023-08-01 07:51:31	1	0	1	0
10007	2023-08-01 07:52:49	1	0	1	0
 4736	2023-08-01 07:53:36	1	0	1	0
10054	2023-08-01 07:55:06	1	4	1	0
 7502	2023-08-01 07:55:51	1	0	1	0
 9920	2023-08-01 07:55:55	1	0	1	0
 3555	2023-08-01 07:56:02	1	0	1	0
 9842	2023-08-01 07:57:02	1	0	1	0
 7967	2023-08-01 08:00:03	1	0	1	0
 8783	2023-08-01 08:00:09	1	0	1	0
 3412	2023-08-01 08:00:17	1	0	1	0
 5490	2023-08-01 08:01:42	1	0	1	0
