10241	2024-06-01 07:05:53	1	1	1	0
 2378	2024-06-01 14:00:50	1	1	1	0
 5372	2024-06-01 14:00:58	1	1	1	0
10040	2024-06-01 14:01:51	1	1	1	0
10240	2024-06-01 18:17:44	1	0	1	0
10241	2024-06-01 18:17:55	1	0	1	0
10213	2024-06-01 18:40:08	1	0	1	0
10230	2024-06-01 19:00:30	1	1	1	0
10230	2024-06-01 19:00:36	1	1	1	0
10196	2024-06-01 19:01:10	1	1	1	0
10196	2024-06-01 19:01:13	1	1	1	0
10231	2024-06-01 19:01:20	1	1	1	0
10230	2024-06-01 19:01:31	1	1	1	0
10190	2024-06-01 19:01:35	1	1	1	0
10190	2024-06-02 06:09:02	1	0	1	0
10196	2024-06-02 06:12:28	1	0	1	0
10196	2024-06-02 06:12:33	1	0	1	0
10231	2024-06-02 06:28:44	1	0	1	0
10231	2024-06-02 06:29:28	1	0	1	0
10213	2024-06-02 07:01:04	1	1	1	0
10240	2024-06-02 07:01:24	1	1	1	0
10228	2024-06-02 18:12:39	1	0	1	0
10240	2024-06-02 18:37:49	1	0	1	0
10213	2024-06-02 18:45:37	1	0	1	0
10241	2024-06-02 19:01:09	1	1	1	0
10231	2024-06-02 19:01:17	1	1	1	0
10231	2024-06-02 19:01:19	1	1	1	0
10196	2024-06-02 19:01:25	1	1	1	0
10196	2024-06-02 19:01:28	1	1	1	0
10190	2024-06-02 19:03:21	1	1	1	0
10230	2024-06-03 04:50:50	1	0	1	0
10230	2024-06-03 04:50:53	1	0	1	0
 2226	2024-06-03 05:09:23	1	0	1	0
 1804	2024-06-03 05:12:24	1	0	1	0
 9916	2024-06-03 05:18:02	1	0	1	0
 5372	2024-06-03 05:21:32	1	0	1	0
 7417	2024-06-03 05:21:59	1	0	1	0
 4109	2024-06-03 05:22:30	1	0	1	0
 8867	2024-06-03 05:24:20	1	0	1	0
 8384	2024-06-03 05:25:54	1	0	1	0
 4182	2024-06-03 05:26:02	1	0	1	0
 2343	2024-06-03 05:26:41	1	0	1	0
 2401	2024-06-03 05:27:50	1	0	1	0
  191	2024-06-03 05:29:57	1	0	1	0
 9240	2024-06-03 05:30:03	1	0	1	0
 6687	2024-06-03 05:32:44	1	0	1	0
 8032	2024-06-03 05:33:13	1	0	1	0
 8910	2024-06-03 05:33:46	1	0	1	0
 2370	2024-06-03 05:33:59	1	0	1	0
 3131	2024-06-03 05:34:49	1	0	1	0
10165	2024-06-03 05:35:14	1	0	1	0
 6119	2024-06-03 05:36:19	1	0	1	0
 9686	2024-06-03 05:37:12	1	0	1	0
 7770	2024-06-03 05:37:15	1	0	1	0
 8560	2024-06-03 05:37:49	1	0	1	0
 8465	2024-06-03 05:38:41	1	0	1	0
 2378	2024-06-03 05:38:52	1	0	1	0
 7986	2024-06-03 05:39:18	1	0	1	0
 9947	2024-06-03 05:39:27	1	0	1	0
 2194	2024-06-03 05:40:46	1	0	1	0
 9868	2024-06-03 05:40:51	1	0	1	0
 8871	2024-06-03 05:41:10	1	0	1	0
 6453	2024-06-03 05:41:16	1	0	1	0
 8112	2024-06-03 05:41:21	1	0	1	0
10163	2024-06-03 05:41:28	1	0	1	0
 9281	2024-06-03 05:41:44	1	0	1	0
10118	2024-06-03 05:41:58	1	0	1	0
10211	2024-06-03 05:42:25	1	0	1	0
 2304	2024-06-03 05:42:54	1	0	1	0
10037	2024-06-03 05:43:50	1	0	1	0
 2258	2024-06-03 05:43:57	1	0	1	0
 9272	2024-06-03 05:44:24	1	0	1	0
  899	2024-06-03 05:44:36	1	0	1	0
 8953	2024-06-03 05:44:42	1	0	1	0
 8819	2024-06-03 05:44:47	1	0	1	0
 9948	2024-06-03 05:45:16	1	0	1	0
 2371	2024-06-03 05:45:26	1	0	1	0
 8632	2024-06-03 05:46:38	1	0	1	0
10073	2024-06-03 05:46:56	1	0	1	0
 6939	2024-06-03 05:47:00	1	0	1	0
 2376	2024-06-03 05:47:39	1	0	1	0
 8846	2024-06-03 05:47:46	1	0	1	0
 7318	2024-06-03 05:48:13	1	0	1	0
 5783	2024-06-03 05:48:51	1	0	1	0
 4139	2024-06-03 05:49:06	1	0	1	0
  807	2024-06-03 05:50:34	1	0	1	0
 8438	2024-06-03 05:50:43	1	0	1	0
 8289	2024-06-03 05:51:24	1	0	1	0
 7754	2024-06-03 05:51:46	1	0	1	0
 7244	2024-06-03 05:51:55	1	0	1	0
 9557	2024-06-03 05:51:59	1	0	1	0
10105	2024-06-03 05:52:03	1	0	1	0
 9942	2024-06-03 05:52:12	1	0	1	0
 9842	2024-06-03 05:52:47	1	0	1	0
  170	2024-06-03 05:52:59	1	0	1	0
10012	2024-06-03 05:53:10	1	0	1	0
 7578	2024-06-03 05:54:26	1	0	1	0
 7408	2024-06-03 05:54:40	1	0	1	0
 2319	2024-06-03 05:54:51	1	0	1	0
 9081	2024-06-03 05:55:01	1	0	1	0
 8409	2024-06-03 05:55:27	1	0	1	0
 8321	2024-06-03 05:56:16	1	0	1	0
 3014	2024-06-03 05:59:40	1	0	1	0
 8427	2024-06-03 05:59:47	1	0	1	0
 8520	2024-06-03 06:00:26	1	0	1	0
 8437	2024-06-03 06:02:27	1	0	1	0
10063	2024-06-03 06:08:13	1	0	1	0
 2396	2024-06-03 06:10:59	1	0	1	0
10190	2024-06-03 06:12:04	1	0	1	0
10196	2024-06-03 06:14:27	1	0	1	0
10196	2024-06-03 06:14:34	1	0	1	0
 8595	2024-06-03 06:33:55	1	0	1	0
 6174	2024-06-03 06:36:13	1	0	1	0
10231	2024-06-03 06:43:48	1	0	1	0
 7236	2024-06-03 06:53:23	1	0	1	0
10216	2024-06-03 06:54:45	1	0	1	0
10216	2024-06-03 06:54:49	1	0	1	0
 2152	2024-06-03 06:57:00	1	0	1	0
 8343	2024-06-03 06:57:48	1	0	1	0
 9568	2024-06-03 06:58:01	1	0	1	0
10213	2024-06-03 07:03:29	1	0	1	0
10240	2024-06-03 07:03:39	1	1	1	0
10228	2024-06-03 07:05:06	1	1	1	0
 9582	2024-06-03 07:07:56	1	0	1	0
10219	2024-06-03 07:08:04	1	0	1	0
10224	2024-06-03 07:08:11	1	0	1	0
 8790	2024-06-03 07:14:44	1	0	1	0
 8888	2024-06-03 07:15:27	1	0	1	0
 2285	2024-06-03 07:20:27	1	0	1	0
 6958	2024-06-03 07:20:31	1	0	1	0
 2411	2024-06-03 07:23:14	1	0	1	0
 4808	2024-06-03 07:23:20	1	0	1	0
 3309	2024-06-03 07:24:42	1	0	1	0
  275	2024-06-03 07:25:09	1	0	1	0
 1530	2024-06-03 07:25:37	1	0	1	0
 7808	2024-06-03 07:27:43	1	0	1	0
 9859	2024-06-03 07:28:40	1	0	1	0
 7067	2024-06-03 07:28:56	1	0	1	0
10242	2024-06-03 07:29:36	1	0	1	0
 7743	2024-06-03 07:29:55	1	0	1	0
10221	2024-06-03 07:30:39	1	0	1	0
 1307	2024-06-03 07:31:19	1	0	1	0
 7197	2024-06-03 07:32:00	1	0	1	0
 5583	2024-06-03 07:32:14	1	0	1	0
 2411	2024-06-03 07:34:18	1	0	1	0
10210	2024-06-03 07:35:34	1	0	1	0
 2373	2024-06-03 07:35:47	1	0	1	0
10226	2024-06-03 07:37:28	1	0	1	0
10234	2024-06-03 07:37:47	1	0	1	0
10170	2024-06-03 07:38:15	1	0	1	0
 9771	2024-06-03 07:38:20	1	0	1	0
 6014	2024-06-03 07:39:26	1	0	1	0
 9940	2024-06-03 07:40:59	1	0	1	0
 7137	2024-06-03 07:41:33	1	0	1	0
 8697	2024-06-03 07:41:43	1	0	1	0
10209	2024-06-03 07:41:48	1	0	1	0
 8285	2024-06-03 07:42:11	1	0	1	0
  345	2024-06-03 07:42:19	1	0	1	0
 8277	2024-06-03 07:42:28	1	0	1	0
 4872	2024-06-03 07:42:33	1	0	1	0
 9824	2024-06-03 07:44:00	1	0	1	0
 9951	2024-06-03 07:44:08	1	0	1	0
 9979	2024-06-03 07:44:50	1	0	1	0
 4789	2024-06-03 07:45:39	1	0	1	0
 6898	2024-06-03 07:45:49	1	0	1	0
 4790	2024-06-03 07:46:39	1	0	1	0
 9655	2024-06-03 07:47:07	1	0	1	0
  286	2024-06-03 07:47:28	1	0	1	0
 9904	2024-06-03 07:47:32	1	0	1	0
 7457	2024-06-03 07:47:38	1	0	1	0
 9046	2024-06-03 07:47:45	1	0	1	0
 7699	2024-06-03 07:48:05	1	0	1	0
 9670	2024-06-03 07:48:23	1	0	1	0
10236	2024-06-03 07:48:51	1	0	1	0
 5757	2024-06-03 07:49:09	1	0	1	0
